chromosome,genomic_accession,start,end,strand,class,locus_tag,,name,GeneID
chr3,NC_000003.12,111542197,111665996,+,protein_coding,,CD96,CD96 molecule,10225
chr3,NC_000003.12,111570638,111571054,-,pseudogene,,NECTIN2P1,NECTIN2 pseudogene 1,127379749
chr3,NC_000003.12,111592900,111595346,-,protein_coding,,ZBED2,zinc finger BED-type containing 2,79413
chr3,NC_000003.12,111633943,111634490,+,pseudogene,,NT5C3AP2,NT5C3A pseudogene 2,100420394
chr3,NC_000003.12,111674676,111727007,+,protein_coding,,PLCXD2,phosphatidylinositol specific phospholipase C X domain containing 2,257068
chr3,NC_000003.12,111676266,111677433,-,lncRNA,,PLCXD2-AS1,PLCXD2 antisense RNA 1,100874115
chr3,NC_000003.12,111732496,111976517,+,protein_coding,,PHLDB2,pleckstrin homology like domain family B member 2,90102
chr3,NC_000003.12,111783563,111798595,-,lncRNA,,LOC107984087,uncharacterized LOC107984087,107984087
chr3,NC_000003.12,111799178,111860816,-,lncRNA,,LOC105374040,uncharacterized LOC105374040,105374040
chr3,NC_000003.12,111879311,111879415,-,pseudogene,,LOC124906336,uncharacterized LOC124906336,124906336
chr3,NC_000003.12,111979026,111993368,+,protein_coding,,ABHD10,"abhydrolase domain containing 10, depalmitoylase",55347
chr3,NC_000003.12,111998922,112013885,+,protein_coding,,TAGLN3,transgelin 3,29114
chr3,NC_000003.12,112028903,112029284,-,pseudogene,,RFKP2,riboflavin kinase pseudogene 2,100132753
chr3,NC_000003.12,112030833,112031697,-,pseudogene,,LOC124906250,riboflavin kinase-like,124906250
chr3,NC_000003.12,112034736,112081269,+,protein_coding,,TMPRSS7,transmembrane serine protease 7,344805
chr3,NC_000003.12,112086389,112136381,+,protein_coding,,C3orf52,chromosome 3 open reading frame 52,79669
chr3,NC_000003.12,112112801,112112898,+,miRNA,,MIR567,microRNA 567,693152
chr3,NC_000003.12,112120839,112133248,-,protein_coding,,GCSAM,germinal center associated signaling and motility,257144
chr3,NC_000003.12,112133423,112135359,+,lncRNA,,TBILA,TGF-beta induced lncRNA,112806053
chr3,NC_000003.12,112140898,112294216,-,protein_coding,,SLC9C1,solute carrier family 9 member C1,285335
chr3,NC_000003.12,112182966,112203932,+,lncRNA,,LOC124909407,uncharacterized LOC124909407,124909407
chr3,NC_000003.12,112185283,112186000,-,pseudogene,,INAVAP1,INAVA pseudogene 1,100420831
chr3,NC_000003.12,112245965,112247944,-,pseudogene,,LOC100532749,"ubiquitination factor E4A (UFD2 homolog, yeast) pseudogene",100532749
chr3,NC_000003.12,112302478,112332754,+,lncRNA,,LOC105374042,uncharacterized LOC105374042,105374042
chr3,NC_000003.12,112332573,112362812,+,protein_coding,,CD200,CD200 molecule,4345
chr3,NC_000003.12,112375841,112404415,-,lncRNA,,LOC105374041,uncharacterized LOC105374041,105374041
chr3,NC_000003.12,112400799,112415905,+,lncRNA,,LOC124909408,uncharacterized LOC124909408,124909408
chr3,NC_000003.12,112463966,112499624,-,protein_coding,,BTLA,B and T lymphocyte associated,151888
chr3,NC_000003.12,112524186,112525200,-,pseudogene,,OR7E100P,olfactory receptor family 7 subfamily E member 100 pseudogene,81430
chr3,NC_000003.12,112532510,112561962,-,protein_coding,,ATG3,autophagy related 3,64422
chr3,NC_000003.12,112561320,112585579,+,protein_coding,,SLC35A5,solute carrier family 35 member A5,55032
chr3,NC_000003.12,112596797,112641143,-,protein_coding,,CCDC80,coiled-coil domain containing 80,151887
chr3,NC_000003.12,112695408,112703407,-,pseudogene,,MAT2AP1,MAT2A pseudogene 1,100653395
chr3,NC_000003.12,112736449,112749319,-,lncRNA,,LINC02042,long intergenic non-protein coding RNA 2042,101929694
chr3,NC_000003.12,112737089,112737181,+,miRNA,,MIR9900,microRNA 9900,113218483
chr3,NC_000003.12,112802478,112820216,+,lncRNA,,CD200R1L-AS1,CD200R1L antisense RNA 1,100129297
chr3,NC_000003.12,112815711,112846864,-,protein_coding,,CD200R1L,CD200 receptor 1 like,344807
chr3,NC_000003.12,112896631,112897462,-,pseudogene,,CD200R1P1,CD200R1 pseudogene 1,127379738
chr3,NC_000003.12,112921205,112975103,-,protein_coding,,CD200R1,CD200 receptor 1,131450
chr3,NC_000003.12,112990984,113001969,+,protein_coding,,GTPBP8,GTP binding protein 8,29083
chr3,NC_000003.12,113002444,113019671,-,protein_coding,,NEPRO,nucleolus and neural progenitor protein,25871
chr3,NC_000003.12,113019518,113184377,+,lncRNA,,NEPRO-AS1,NEPRO antisense RNA 1,102723430
chr3,NC_000003.12,113041390,113041814,-,pseudogene,,DNAJB1P2,DNAJB1 peudogene 2,127379689
chr3,NC_000003.12,113050913,113104420,-,lncRNA,,LOLI1,lncRNA oncogene in liver cancer 1,130932198
chr3,NC_000003.12,113122910,113127466,+,lncRNA,,LOC124906268,uncharacterized LOC124906268,124906268
chr3,NC_000003.12,113142350,113167731,-,lncRNA,,LINC02044,long intergenic non-protein coding RNA 2044,101929717
chr3,NC_000003.12,113207397,113215630,-,protein_coding,,LOC124909486,uncharacterized LOC124909486,124909486
chr3,NC_000003.12,113210926,113287459,+,protein_coding,,BOC,"BOC cell adhesion associated, oncogene regulated",91653
chr3,NC_000003.12,113259765,113268299,-,lncRNA,,LOC124909409,uncharacterized LOC124909409,124909409
chr3,NC_000003.12,113286930,113515156,-,lncRNA,,SPICE1-CFAP44,SPICE1-CFAP44 readthrough (NMD candidate),127898559
chr3,NC_000003.12,113286930,113441514,-,protein_coding,,CFAP44,cilia and flagella associated protein 44,55779
chr3,NC_000003.12,113360246,113363030,+,pseudogene,,RABGGTBP1,RABGGTB pseudogene 1,101180897
chr3,NC_000003.12,113361865,113362797,-,pseudogene,,PHF5AP2,PHF5A pseudogene 2,450238
chr3,NC_000003.12,113403998,113433992,+,lncRNA,,CFAP44-AS1,CFAP44 antisense RNA 1,100874029
chr3,NC_000003.12,113432118,113432200,-,miRNA,,MIR8076,microRNA 8076,102466253
chr3,NC_000003.12,113442718,113515156,-,protein_coding,,SPICE1,spindle and centriole associated protein 1,152185
chr3,NC_000003.12,113532555,113637111,+,protein_coding,,SIDT1,SID1 transmembrane family member 1,54847
chr3,NC_000003.12,113588748,113591059,-,lncRNA,,SIDT1-AS1,SIDT1 antisense RNA 1,100874030
chr3,NC_000003.12,113594876,113594942,+,miRNA,,MIR4446,microRNA 4446,100616476
chr3,NC_000003.12,113617744,113623433,-,lncRNA,,LOC124909410,uncharacterized LOC124909410,124909410
chr3,NC_000003.12,113632704,113632899,+,pseudogene,,RN7SL767P,"RNA, 7SL, cytoplasmic 767, pseudogene",106481131
chr3,NC_000003.12,113648385,113696642,-,protein_coding,,USF3,upstream transcription factor family member 3,205717
chr3,NC_000003.12,113716458,113746249,-,protein_coding,,NAA50,"N-alpha-acetyltransferase 50, NatE catalytic subunit",80218
chr3,NC_000003.12,113747035,113812056,+,protein_coding,,ATP6V1A,ATPase H+ transporting V1 subunit A,523
chr3,NC_000003.12,113828192,113947174,+,protein_coding,,GRAMD1C,GRAM domain containing 1C,54762
chr3,NC_000003.12,113850188,113850769,-,pseudogene,,RPS10P4,ribosomal protein S10 pseudogene 4,728791
chr3,NC_000003.12,113885098,113886228,+,pseudogene,,CTDNEP1P1,CTDNEP1 pseudogene 1,100420528
chr3,NC_000003.12,113919144,113920395,+,pseudogene,,VPS26AP1,VPS26A pseudogene 1,100421731
chr3,NC_000003.12,113947901,113979508,+,protein_coding,,ZDHHC23,zinc finger DHHC-type palmitoyltransferase 23,254887
chr3,NC_000003.12,113964137,114056613,-,protein_coding,,CCDC191,coiled-coil domain containing 191,57577
chr3,NC_000003.12,113984021,113984655,+,pseudogene,,ATP5PBP8,ATP5PB pseudogene 8,100127892
chr3,NC_000003.12,114001689,114018684,+,lncRNA,,LOC105374048,uncharacterized LOC105374048,105374048
chr3,NC_000003.12,114056737,114088422,+,protein_coding,,QTRT2,queuine tRNA-ribosyltransferase accessory subunit 2,79691
chr3,NC_000003.12,114103247,114103628,-,pseudogene,,H2BP3,H2B histone pseudogene 3,391566
chr3,NC_000003.12,114127580,114199407,-,protein_coding,,DRD3,dopamine receptor D3,1814
chr3,NC_000003.12,114231201,114233221,-,pseudogene,,ATOSBP1,ATOSB pseudogene 1,645180
chr3,NC_000003.12,114234631,114237578,-,protein_coding,,ZNF80,zinc finger protein 80,7634
chr3,NC_000003.12,114294028,114310288,+,protein_coding,,TIGIT,T cell immunoreceptor with Ig and ITIM domains,201633
chr3,NC_000003.12,114312079,114313412,+,lncRNA,,LOC124909411,uncharacterized LOC124909411,124909411
chr3,NC_000003.12,114314500,115147288,-,protein_coding,,ZBTB20,zinc finger and BTB domain containing 20,26137
chr3,NC_000003.12,114316475,114316569,-,miRNA,,MIR568,microRNA 568,693153
chr3,NC_000003.12,114351811,114388978,+,lncRNA,,ZBTB20-AS1,ZBTB20 antisense RNA 1,100131117
chr3,NC_000003.12,114453593,114520132,+,lncRNA,,ZBTB20-AS5,ZBTB20 antisense RNA 5,101929754
chr3,NC_000003.12,114743445,114743525,-,miRNA,,MIR4796,microRNA 4796,100616166
chr3,NC_000003.12,114873033,114876514,+,lncRNA,,ZBTB20-AS3,ZBTB20 antisense RNA 3,104413890
chr3,NC_000003.12,114930573,114931648,+,pseudogene,,YBX1P3,Y-box binding protein 1 pseudogene 3,100861556
chr3,NC_000003.12,115100423,115103061,+,lncRNA,,ZBTB20-AS4,ZBTB20 antisense RNA 4,100874131
chr3,NC_000003.12,115279095,115280049,+,pseudogene,,EIF4E2P2,eukaryotic translation initiation factor 4E family member 2 pseudogene 2,645207
chr3,NC_000003.12,115437614,115438617,+,lncRNA,,LOC105374051,uncharacterized LOC105374051,105374051
chr3,NC_000003.12,115623510,115721483,+,protein_coding,,GAP43,growth associated protein 43,2596
chr3,NC_000003.12,115788634,115792503,-,lncRNA,,LOC124909412,uncharacterized LOC124909412,124909412
chr3,NC_000003.12,115791101,116068701,+,lncRNA,,LOC124906269,uncharacterized LOC124906269,124906269
chr3,NC_000003.12,115802374,116445487,-,protein_coding,,LSAMP,limbic system associated membrane protein,4045
chr3,NC_000003.12,115837870,115838159,+,pseudogene,,RN7SL815P,"RNA, 7SL, cytoplasmic 815, pseudogene",106479519
chr3,NC_000003.12,115842572,115847818,+,lncRNA,,LOC124909413,uncharacterized LOC124909413,124909413
chr3,NC_000003.12,115870578,115871344,+,lncRNA,,LOC105374053,uncharacterized LOC105374053,105374053
chr3,NC_000003.12,115905066,115905126,-,snoRNA,,SNORD155,"small nucleolar RNA, C/D box 155",109623450
chr3,NC_000003.12,115960882,115977947,+,lncRNA,,LOC107986116,uncharacterized LOC107986116,107986116
chr3,NC_000003.12,115988144,116007145,-,lncRNA,,LOC124909414,uncharacterized LOC124909414,124909414
chr3,NC_000003.12,116170784,116179527,-,lncRNA,,LOC105374052,uncharacterized LOC105374052,105374052
chr3,NC_000003.12,116360024,116370085,+,lncRNA,,LSAMP-AS1,LSAMP antisense RNA 1,101926903
chr3,NC_000003.12,116552473,116568441,+,lncRNA,,LINC00903,long intergenic non-protein coding RNA 903,100861506
chr3,NC_000003.12,116582552,116582830,-,pseudogene,,RN7SL582P,"RNA, 7SL, cytoplasmic 582, pseudogene",106479435
chr3,NC_000003.12,116644238,116646724,-,pseudogene,,BZW1P2,basic leucine zipper and W2 domains 1 pseudogene 2,151579
chr3,NC_000003.12,116709779,116717036,+,lncRNA,,TUSC7,tumor suppressor candidate 7,285194
chr3,NC_000003.12,116850277,116850367,-,miRNA,,MIR4447,microRNA 4447,100616485
chr3,NC_000003.12,116921431,116932238,+,lncRNA,,LINC00901,long intergenic non-protein coding RNA 901,100506724
chr3,NC_000003.12,116965112,116965227,-,pseudogene,,RNU5E-8P,"RNA, U5E small nuclear 8, pseudogene",100873837
chr3,NC_000003.12,117004046,117278344,-,lncRNA,,LOC124909415,uncharacterized LOC124909415,124909415
chr3,NC_000003.12,117026518,117027239,+,pseudogene,,PTMAP8,prothymosin alpha pseudogene 8,728873
chr3,NC_000003.12,117239268,117243828,+,lncRNA,,LOC105374054,uncharacterized LOC105374054,105374054
chr3,NC_000003.12,117358185,117371575,+,lncRNA,,LOC124906271,uncharacterized LOC124906271,124906271
chr3,NC_000003.12,117483321,117539755,+,lncRNA,,LOC105374056,uncharacterized LOC105374056,105374056
chr3,NC_000003.12,117544205,117544311,+,pseudogene,,RNU6-1200P,"RNA, U6 small nuclear 1200, pseudogene",106481559
chr3,NC_000003.12,117642414,117677523,-,lncRNA,,LOC124906270,uncharacterized LOC124906270,124906270
chr3,NC_000003.12,117674315,117675257,-,pseudogene,,DRG1P2,DRG1 pseudogene 2,100421670
chr3,NC_000003.12,117678693,117690925,-,lncRNA,,LINC02024,long intergenic non-protein coding RNA 2024,105374057
chr3,NC_000003.12,117719933,117794384,+,lncRNA,,LOC101926953,uncharacterized LOC101926953,101926953
chr3,NC_000003.12,117877368,117997579,-,lncRNA,,LINC03051,long intergenic non-protein coding RNA 3051,127138867
chr3,NC_000003.12,118274158,118275775,-,lncRNA,,LOC124909416,uncharacterized LOC124909416,124909416
chr3,NC_000003.12,118488800,118493858,+,lncRNA,,LOC105374058,uncharacterized LOC105374058,105374058
chr3,NC_000003.12,118508411,118810833,-,lncRNA,,LOC105374060,uncharacterized LOC105374060,105374060
chr3,NC_000003.12,118641768,118644157,+,lncRNA,,LOC101926968,uncharacterized LOC101926968,101926968
chr3,NC_000003.12,118766662,118768501,-,lncRNA,,LOC124909417,uncharacterized LOC124909417,124909417
chr3,NC_000003.12,118770919,118773077,-,lncRNA,,LOC105374059,uncharacterized LOC105374059,105374059
chr3,NC_000003.12,118900557,119146020,-,protein_coding,,IGSF11,immunoglobulin superfamily member 11,152404
chr3,NC_000003.12,118943076,118948241,+,lncRNA,,IGSF11-AS1,IGSF11 antisense RNA 1,100506765
chr3,NC_000003.12,119146165,119151456,+,protein_coding,,TEX55,testis expressed 55,152405
chr3,NC_000003.12,119173598,119205143,+,protein_coding,,UPK1B,uroplakin 1B,7348
chr3,NC_000003.12,119211742,119240878,-,protein_coding,,B4GALT4,"beta-1,4-galactosyltransferase 4",8702
chr3,NC_000003.12,119226486,119290666,+,lncRNA,,B4GALT4-AS1,B4GALT4 antisense RNA 1,100874201
chr3,NC_000003.12,119294383,119420714,+,protein_coding,,ARHGAP31,Rho GTPase activating protein 31,57514
chr3,NC_000003.12,119298665,119299012,+,pseudogene,,RPS26P21,ribosomal protein S26 pseudogene 21,100271105
chr3,NC_000003.12,119314293,119322760,-,lncRNA,,ARHGAP31-AS1,ARHGAP31 antisense RNA 1,100874246
chr3,NC_000003.12,119341834,119341940,-,pseudogene,,RNU6-1127P,"RNA, U6 small nuclear 1127, pseudogene",106480640
chr3,NC_000003.12,119396873,119409527,-,lncRNA,,LOC124906273,uncharacterized LOC124906273,124906273
chr3,NC_000003.12,119428949,119463615,-,protein_coding,,TMEM39A,transmembrane protein 39A,55254
chr3,NC_000003.12,119468963,119494708,+,protein_coding,,POGLUT1,protein O-glucosyltransferase 1,56983
chr3,NC_000003.12,119498547,119525090,+,protein_coding,,TIMMDC1,translocase of inner mitochondrial membrane domain containing 1,51300
chr3,NC_000003.12,119524293,119559614,-,protein_coding,,CD80,CD80 molecule,941
chr3,NC_000003.12,119530831,119531611,-,pseudogene,,CSRP2P1,CSRP2 pseudogene 1,1467
chr3,NC_000003.12,119560430,119562326,+,lncRNA,,LOC107986118,uncharacterized LOC107986118,107986118
chr3,NC_000003.12,119579492,119589945,+,protein_coding,,ADPRH,ADP-ribosylarginine hydrolase,141
chr3,NC_000003.12,119597885,119629811,+,protein_coding,,PLA1A,phospholipase A1 member A,51365
chr3,NC_000003.12,119635466,119636191,-,pseudogene,,RPL10P7,ribosomal protein L10 pseudogene 7,442086
chr3,NC_000003.12,119642056,119660883,-,protein_coding,,POPDC2,popeye domain containing 2,64091
chr3,NC_000003.12,119663975,119677406,-,protein_coding,,COX17,cytochrome c oxidase copper chaperone COX17,10063
chr3,NC_000003.12,119666270,119669617,+,lncRNA,,LOC105374063,uncharacterized LOC105374063,105374063
chr3,NC_000003.12,119699868,119703043,-,lncRNA,,LOC105374064,uncharacterized LOC105374064,105374064
chr3,NC_000003.12,119703022,119767102,+,protein_coding,,CFAP91,cilia and flagella associated protein 91,89876
chr3,NC_000003.12,119782101,119818487,+,protein_coding,,NR1I2,nuclear receptor subfamily 1 group I member 2,8856
chr3,NC_000003.12,119791770,119792710,+,pseudogene,,PHB1P8,PHB1 pseudogene 8,100418804
chr3,NC_000003.12,119821321,120094447,-,protein_coding,,GSK3B,glycogen synthase kinase 3 beta,2932
chr3,NC_000003.12,120028713,120030058,+,pseudogene,,PARLP1,PARL pseudogene 1,100129707
chr3,NC_000003.12,120041190,120041537,+,pseudogene,,RFKP3,RFK pseudogene 3,127379691
chr3,NC_000003.12,120084564,120084648,-,miRNA,,MIR6529,microRNA 6529,113839522
chr3,NC_000003.12,120095104,120110379,+,lncRNA,,GSK3B-DT,GSK3B divergent transcript,107986119
chr3,NC_000003.12,120110498,120110786,-,pseudogene,,RN7SL762P,"RNA, 7SL, cytoplasmic 762, pseudogene",106479500
chr3,NC_000003.12,120121909,120122206,+,pseudogene,,RN7SL397P,"RNA, 7SL, cytoplasmic 397, pseudogene",106479369
chr3,NC_000003.12,120145664,120185399,+,lncRNA,,LOC105374065,uncharacterized LOC105374065,105374065
chr3,NC_000003.12,120165478,120285222,-,protein_coding,,GPR156,G protein-coupled receptor 156,165829
chr3,NC_000003.12,120285156,120290723,+,lncRNA,,LOC124909418,uncharacterized LOC124909418,124909418
chr3,NC_000003.12,120306616,120308138,+,pseudogene,,PTOV1P1,PTOV1 pseudogene 1,442087
chr3,NC_000003.12,120324509,120349354,-,protein_coding,,LRRC58,leucine rich repeat containing 58,116064
chr3,NC_000003.12,120349414,120423378,+,transcribed_pseudogene,,BTNL12P,"butyrophilin like 12, pseudogene",100130701
chr3,NC_000003.12,120362531,120368265,-,lncRNA,,LOC124906274,uncharacterized LOC124906274,124906274
chr3,NC_000003.12,120392293,120450992,-,protein_coding,,FSTL1,follistatin like 1,11167
chr3,NC_000003.12,120395668,120395729,-,miRNA,,MIR198,microRNA 198,406975
chr3,NC_000003.12,120417237,120450654,-,lncRNA,,LOC124900546,uncharacterized LOC124900546,124900546
chr3,NC_000003.12,120483563,120484864,-,pseudogene,,CDK2AP1P1,CDK2AP1 pseudogene 1,107986120
chr3,NC_000003.12,120487153,120511352,+,lncRNA,,LOC107986121,uncharacterized LOC107986121,107986121
chr3,NC_000003.12,120512817,120513230,+,pseudogene,,RPL34P9,ribosomal protein L34 pseudogene 9,100271002
chr3,NC_000003.12,120596336,120602507,+,protein_coding,,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,4710
chr3,NC_000003.12,120628172,120682239,-,protein_coding,,HGD,"homogentisate 1,2-dioxygenase",3081
chr3,NC_000003.12,120684938,120742680,-,protein_coding,,RABL3,"RAB, member of RAS oncogene family like 3",285282
chr3,NC_000003.12,120722024,120722311,+,pseudogene,,MTCO1P29,MT-CO1 pseudogene 29,107075225
chr3,NC_000003.12,120722458,120722646,+,pseudogene,,MTCO2P29,MT-CO2 pseudogene 29,107075194
chr3,NC_000003.12,120742744,120783069,+,protein_coding,,GTF2E1,general transcription factor IIE subunit 1,2960
chr3,NC_000003.12,120805887,120806662,+,pseudogene,,NAP1L1P3,nucleosome assembly protein 1 like 1 pseudogene 3,100130335
chr3,NC_000003.12,120812181,120836357,-,lncRNA,,LINC02049,long intergenic non-protein coding RNA 2049,101926983
chr3,NC_000003.12,120861694,120908093,-,lncRNA,,LOC105374069,uncharacterized LOC105374069,105374069
chr3,NC_000003.12,120908205,121424761,+,protein_coding,,STXBP5L,syntaxin binding protein 5L,9515
chr3,NC_000003.12,121049640,121049715,+,miRNA,,MIR5682,microRNA 5682,100847043
chr3,NC_000003.12,121099108,121099907,+,pseudogene,,LOC100419755,zinc finger protein 426 pseudogene,100419755
chr3,NC_000003.12,121356991,121357944,+,pseudogene,,ARPC1AP1,ARPC1A pseudogene 1,100422044
chr3,NC_000003.12,121431431,121545988,-,protein_coding,,POLQ,DNA polymerase theta,10721
chr3,NC_000003.12,121494087,121494963,+,pseudogene,,RPL7AP11,ribosomal protein L7a pseudogene 11,728992
chr3,NC_000003.12,121567949,121590622,+,protein_coding,,ARGFX,arginine-fifty homeobox,503582
chr3,NC_000003.12,121591294,121591394,+,snoRNA,,LOC124906360,small nucleolar RNA U13,124906360
chr3,NC_000003.12,121593379,121630295,+,protein_coding,,FBXO40,F-box protein 40,51725
chr3,NC_000003.12,121631399,121660903,-,protein_coding,,HCLS1,hematopoietic cell-specific Lyn substrate 1,3059
chr3,NC_000003.12,121653994,121654296,-,pseudogene,,RN7SL172P,"RNA, 7SL, cytoplasmic 172, pseudogene",106480967
chr3,NC_000003.12,121655475,121655604,-,pseudogene,,RNU4-62P,"RNA, U4 small nuclear 62, pseudogene",106479586
chr3,NC_000003.12,121663201,121749966,-,protein_coding,,GOLGB1,golgin B1,2804
chr3,NC_000003.12,121769761,121835060,-,protein_coding,,IQCB1,IQ motif containing B1,9657
